READING_DATE,Location,POLLEN_NAME,READING_VALUE
9/24/2004 0:00,WESTSIDE,Sagebrush,2
9/27/2004 0:00,EASTSIDE,Chenopodiaceae,2
9/27/2004 0:00,EASTSIDE,Grass,2
9/27/2004 0:00,EASTSIDE,Ragweed,4
9/27/2004 0:00,EASTSIDE,Sagebrush,8
9/27/2004 0:00,WESTSIDE,Aster,7
9/27/2004 0:00,WESTSIDE,Chenopodiaceae,2
9/27/2004 0:00,WESTSIDE,Grass,2
9/27/2004 0:00,WESTSIDE,Ragweed,9
9/27/2004 0:00,WESTSIDE,Sagebrush,4
9/28/2004 0:00,EASTSIDE,Aster,4
9/28/2004 0:00,WESTSIDE,Chenopodiaceae,4
9/28/2004 0:00,WESTSIDE,Ragweed,2
9/28/2004 0:00,WESTSIDE,Sagebrush,2
9/29/2004 0:00,EASTSIDE,Aster,4
9/29/2004 0:00,WESTSIDE,Grass,2
9/30/2004 0:00,EASTSIDE,Aster,4
9/30/2004 0:00,WESTSIDE,Sagebrush,2
9/30/2004 23:59,EASTSIDE,Aster,4
2/1/2005 0:00,EASTSIDE,Elm,46
2/1/2005 0:00,EASTSIDE,Juniper,5
2/1/2005 0:00,EASTSIDE,Juniper/Cedar,5
2/1/2005 0:00,EASTSIDE,Pine,4
2/1/2005 0:00,WESTSIDE,Elm,100
2/1/2005 0:00,WESTSIDE,Juniper/Cedar,2
2/2/2005 0:00,EASTSIDE,Elm,22
2/2/2005 0:00,WESTSIDE,Elm,32
2/2/2005 0:00,WESTSIDE,Juniper/Cedar,5
2/3/2005 0:00,EASTSIDE,Elm,42
2/3/2005 0:00,EASTSIDE,Juniper,5
2/3/2005 0:00,EASTSIDE,Juniper/Cedar,5
2/3/2005 0:00,WESTSIDE,Elm,9
2/3/2005 0:00,WESTSIDE,Juniper/Cedar,4
2/4/2005 0:00,EASTSIDE,Elm,136
2/4/2005 0:00,EASTSIDE,Juniper,4
2/4/2005 0:00,EASTSIDE,Juniper/Cedar,4
2/4/2005 0:00,WESTSIDE,Elm,41
2/7/2005 0:00,EASTSIDE,Elm,132
2/7/2005 0:00,EASTSIDE,Juniper,4
2/7/2005 0:00,EASTSIDE,Juniper/Cedar,4
2/7/2005 0:00,WESTSIDE,Elm,96
2/8/2005 0:00,EASTSIDE,Elm,190
2/8/2005 0:00,EASTSIDE,Juniper,77
2/8/2005 0:00,EASTSIDE,Juniper/Cedar,77
2/8/2005 0:00,WESTSIDE,Elm,18
2/8/2005 0:00,WESTSIDE,Juniper/Cedar,9
2/9/2005 0:00,EASTSIDE,Elm,28
2/9/2005 0:00,EASTSIDE,Juniper,46
2/9/2005 0:00,EASTSIDE,Juniper/Cedar,46
2/9/2005 0:00,WESTSIDE,Elm,7
2/9/2005 0:00,WESTSIDE,Juniper/Cedar,30
2/10/2005 0:00,EASTSIDE,Elm,54
2/10/2005 0:00,EASTSIDE,Juniper,38
2/10/2005 0:00,EASTSIDE,Juniper/Cedar,38
2/10/2005 0:00,WESTSIDE,Elm,18
2/10/2005 0:00,WESTSIDE,Juniper/Cedar,12
2/11/2005 0:00,EASTSIDE,Elm,50
2/11/2005 0:00,EASTSIDE,Juniper,50
2/11/2005 0:00,EASTSIDE,Juniper/Cedar,50
2/11/2005 0:00,WESTSIDE,Elm,46
2/11/2005 0:00,WESTSIDE,Juniper/Cedar,11
2/14/2005 0:00,EASTSIDE,Elm,18
2/14/2005 0:00,EASTSIDE,Juniper,50
2/14/2005 0:00,EASTSIDE,Juniper/Cedar,50
2/14/2005 0:00,WESTSIDE,Elm,7
2/14/2005 0:00,WESTSIDE,Juniper/Cedar,27
2/15/2005 0:00,EASTSIDE,Elm,168
2/15/2005 0:00,EASTSIDE,Juniper,639
2/15/2005 0:00,EASTSIDE,Juniper/Cedar,639
2/15/2005 0:00,WESTSIDE,Elm,62
2/15/2005 0:00,WESTSIDE,Juniper/Cedar,680
2/16/2005 0:00,EASTSIDE,Elm,196
2/16/2005 0:00,EASTSIDE,Juniper,1239
2/16/2005 0:00,EASTSIDE,Juniper/Cedar,1239
2/16/2005 0:00,WESTSIDE,Elm,129
2/16/2005 0:00,WESTSIDE,Juniper/Cedar,950
2/17/2005 0:00,EASTSIDE,Elm,142
2/17/2005 0:00,EASTSIDE,Juniper,659
2/17/2005 0:00,EASTSIDE,Juniper/Cedar,659
2/17/2005 0:00,WESTSIDE,Elm,32
2/17/2005 0:00,WESTSIDE,Juniper/Cedar,605
2/18/2005 0:00,EASTSIDE,Elm,96
2/18/2005 0:00,EASTSIDE,Juniper,304
2/18/2005 0:00,EASTSIDE,Juniper/Cedar,304
2/18/2005 0:00,WESTSIDE,Elm,71
2/18/2005 0:00,WESTSIDE,Juniper/Cedar,468
2/22/2005 0:00,EASTSIDE,Elm,24
2/22/2005 0:00,EASTSIDE,Juniper,46
2/22/2005 0:00,EASTSIDE,Juniper/Cedar,46
2/22/2005 0:00,WESTSIDE,Elm,4
2/22/2005 0:00,WESTSIDE,Juniper/Cedar,20
2/23/2005 0:00,EASTSIDE,Elm,82
2/23/2005 0:00,EASTSIDE,Juniper,595
2/23/2005 0:00,EASTSIDE,Juniper/Cedar,595
2/23/2005 0:00,WESTSIDE,Elm,18
2/23/2005 0:00,WESTSIDE,Juniper/Cedar,198
2/24/2005 0:00,EASTSIDE,Elm,28
2/24/2005 0:00,EASTSIDE,Juniper,632
2/24/2005 0:00,EASTSIDE,Juniper/Cedar,632
2/24/2005 0:00,WESTSIDE,Elm,16
2/24/2005 0:00,WESTSIDE,Juniper/Cedar,655
2/25/2005 0:00,EASTSIDE,Elm,24
2/25/2005 0:00,EASTSIDE,Juniper,82
2/25/2005 0:00,EASTSIDE,Juniper/Cedar,82
2/25/2005 0:00,EASTSIDE,Maple,4
2/25/2005 0:00,WESTSIDE,Elm,7
2/25/2005 0:00,WESTSIDE,Juniper/Cedar,71
2/25/2005 0:00,WESTSIDE,Maple,2
2/28/2005 0:00,EASTSIDE,Elm,2
2/28/2005 0:00,EASTSIDE,Juniper,4
2/28/2005 0:00,EASTSIDE,Juniper/Cedar,4
2/28/2005 0:00,EASTSIDE,Maple,2
2/28/2005 0:00,WESTSIDE,Elm,2
2/28/2005 0:00,WESTSIDE,Juniper/Cedar,4
2/28/2005 23:59,EASTSIDE,Elm,2
2/28/2005 23:59,EASTSIDE,Maple,2
3/1/2005 0:00,EASTSIDE,Elm,18
3/1/2005 0:00,EASTSIDE,Juniper,21
3/1/2005 0:00,EASTSIDE,Juniper/Cedar,21
3/1/2005 0:00,WESTSIDE,Elm,5
3/1/2005 0:00,WESTSIDE,Juniper/Cedar,9
3/1/2005 0:00,WESTSIDE,Maple,2
3/2/2005 0:00,EASTSIDE,Juniper,25
3/2/2005 0:00,EASTSIDE,Juniper/Cedar,25
3/2/2005 0:00,WESTSIDE,Elm,2
3/2/2005 0:00,WESTSIDE,Juniper/Cedar,43
3/3/2005 0:00,EASTSIDE,Elm,8
3/3/2005 0:00,EASTSIDE,Juniper,18
3/3/2005 0:00,EASTSIDE,Juniper/Cedar,18
3/3/2005 0:00,WESTSIDE,Elm,5
3/3/2005 0:00,WESTSIDE,Juniper/Cedar,23
3/4/2005 0:00,EASTSIDE,Elm,14
3/4/2005 0:00,EASTSIDE,Juniper,468
3/4/2005 0:00,EASTSIDE,Juniper/Cedar,468
3/4/2005 0:00,WESTSIDE,Elm,5
3/4/2005 0:00,WESTSIDE,Juniper/Cedar,246
3/7/2005 0:00,EASTSIDE,Elm,36
3/7/2005 0:00,EASTSIDE,Juniper,609
3/7/2005 0:00,EASTSIDE,Juniper/Cedar,609
3/7/2005 0:00,WESTSIDE,Elm,5
3/7/2005 0:00,WESTSIDE,Juniper/Cedar,164
3/8/2005 0:00,EASTSIDE,Elm,4
3/8/2005 0:00,EASTSIDE,Juniper,182
3/8/2005 0:00,EASTSIDE,Juniper/Cedar,182
3/8/2005 0:00,WESTSIDE,Elm,4
3/8/2005 0:00,WESTSIDE,Juniper/Cedar,148
3/8/2005 0:00,WESTSIDE,Willow,4
3/9/2005 0:00,EASTSIDE,Elm,28
3/9/2005 0:00,EASTSIDE,Juniper,288
3/9/2005 0:00,EASTSIDE,Juniper/Cedar,288
3/9/2005 0:00,WESTSIDE,Cottonwood,9
3/9/2005 0:00,WESTSIDE,Juniper/Cedar,507
3/9/2005 0:00,WESTSIDE,Willow,5
3/10/2005 0:00,EASTSIDE,Elm,10
3/10/2005 0:00,EASTSIDE,Juniper,132
3/10/2005 0:00,EASTSIDE,Juniper/Cedar,132
3/10/2005 0:00,WESTSIDE,Cottonwood,14
3/10/2005 0:00,WESTSIDE,Juniper/Cedar,591
3/11/2005 0:00,EASTSIDE,Juniper,318
3/11/2005 0:00,EASTSIDE,Juniper/Cedar,318
3/11/2005 0:00,EASTSIDE,Maple,4
3/11/2005 0:00,WESTSIDE,Cottonwood,16
3/11/2005 0:00,WESTSIDE,Elm,2
3/11/2005 0:00,WESTSIDE,Juniper/Cedar,146
3/14/2005 0:00,EASTSIDE,Elm,10
3/14/2005 0:00,EASTSIDE,Juniper,157
3/14/2005 0:00,EASTSIDE,Juniper/Cedar,157
3/14/2005 0:00,WESTSIDE,Cottonwood,5
3/14/2005 0:00,WESTSIDE,Elm,2
3/14/2005 0:00,WESTSIDE,Juniper/Cedar,116
3/14/2005 0:00,WESTSIDE,Willow,21
3/15/2005 0:00,EASTSIDE,Ash,18
3/15/2005 0:00,EASTSIDE,Elm,14
3/15/2005 0:00,EASTSIDE,Juniper,9
3/15/2005 0:00,EASTSIDE,Juniper/Cedar,9
3/15/2005 0:00,EASTSIDE,Mulberry,14
3/15/2005 0:00,EASTSIDE,Willow,4
3/15/2005 0:00,WESTSIDE,Elm,2
3/15/2005 0:00,WESTSIDE,Juniper/Cedar,11
3/16/2005 0:00,EASTSIDE,Ash,8
3/16/2005 0:00,EASTSIDE,Aster,4
3/16/2005 0:00,EASTSIDE,Elm,4
3/16/2005 0:00,EASTSIDE,Juniper,9
3/16/2005 0:00,EASTSIDE,Juniper/Cedar,9
3/16/2005 0:00,EASTSIDE,Willow,4
3/16/2005 0:00,WESTSIDE,Aster,4
3/16/2005 0:00,WESTSIDE,Cottonwood,2
3/16/2005 0:00,WESTSIDE,Juniper/Cedar,29
3/17/2005 0:00,EASTSIDE,Ash,4
3/17/2005 0:00,EASTSIDE,Juniper,12
3/17/2005 0:00,EASTSIDE,Juniper/Cedar,12
3/17/2005 0:00,WESTSIDE,Juniper/Cedar,21
3/18/2005 0:00,EASTSIDE,Ash,10
3/18/2005 0:00,EASTSIDE,Cottonwood,8
3/18/2005 0:00,EASTSIDE,Grass,4
3/18/2005 0:00,EASTSIDE,Juniper,41
3/18/2005 0:00,EASTSIDE,Juniper/Cedar,41
3/18/2005 0:00,EASTSIDE,Mulberry,8
3/18/2005 0:00,WESTSIDE,Ash,5
3/18/2005 0:00,WESTSIDE,Cottonwood,11
3/18/2005 0:00,WESTSIDE,Juniper/Cedar,34
3/18/2005 0:00,WESTSIDE,Mulberry,2
3/21/2005 0:00,EASTSIDE,Ash,8
3/21/2005 0:00,EASTSIDE,Cottonwood,4
3/21/2005 0:00,EASTSIDE,Grass,10
3/21/2005 0:00,EASTSIDE,Juniper,14
3/21/2005 0:00,EASTSIDE,Juniper/Cedar,14
3/21/2005 0:00,WESTSIDE,Ash,4
3/21/2005 0:00,WESTSIDE,Cottonwood,11
3/21/2005 0:00,WESTSIDE,Grass,2
3/21/2005 0:00,WESTSIDE,Juniper/Cedar,4
3/21/2005 0:00,WESTSIDE,Pine,2
3/22/2005 0:00,EASTSIDE,Ash,8
3/22/2005 0:00,EASTSIDE,Grass,8
3/22/2005 0:00,EASTSIDE,Juniper,11
3/22/2005 0:00,EASTSIDE,Juniper/Cedar,11
3/22/2005 0:00,WESTSIDE,Ash,2
3/22/2005 0:00,WESTSIDE,Cottonwood,4
3/22/2005 0:00,WESTSIDE,Juniper/Cedar,4
3/23/2005 0:00,EASTSIDE,Ash,4
3/23/2005 0:00,EASTSIDE,Cottonwood,64
3/23/2005 0:00,EASTSIDE,Juniper,9
3/23/2005 0:00,EASTSIDE,Juniper/Cedar,9
3/23/2005 0:00,EASTSIDE,Mulberry,4
3/23/2005 0:00,WESTSIDE,Cottonwood,2
3/23/2005 0:00,WESTSIDE,Juniper/Cedar,2
3/23/2005 0:00,WESTSIDE,Pine,2
3/24/2005 0:00,EASTSIDE,Ash,8
3/24/2005 0:00,EASTSIDE,Aster,18
3/24/2005 0:00,EASTSIDE,Cottonwood,14
3/24/2005 0:00,EASTSIDE,Grass,24
3/24/2005 0:00,EASTSIDE,Juniper,29
3/24/2005 0:00,EASTSIDE,Juniper/Cedar,29
3/24/2005 0:00,EASTSIDE,Oak,9
3/24/2005 0:00,EASTSIDE,Willow,4
3/24/2005 0:00,WESTSIDE,Ash,2
3/24/2005 0:00,WESTSIDE,Aster,5
3/24/2005 0:00,WESTSIDE,Cottonwood,14
3/24/2005 0:00,WESTSIDE,Grass,7
3/24/2005 0:00,WESTSIDE,Juniper/Cedar,16
3/24/2005 0:00,WESTSIDE,Mulberry,2
3/24/2005 0:00,WESTSIDE,Willow,2
3/24/2005 23:59,EASTSIDE,Oak,9
3/25/2005 0:00,EASTSIDE,Ash,8
3/25/2005 0:00,EASTSIDE,Grass,18
3/25/2005 0:00,EASTSIDE,Juniper,2
3/25/2005 0:00,EASTSIDE,Juniper/Cedar,2
3/25/2005 0:00,EASTSIDE,Mulberry,4
3/25/2005 0:00,WESTSIDE,Ash,5
3/25/2005 0:00,WESTSIDE,Cottonwood,4
3/25/2005 0:00,WESTSIDE,Grass,12
3/25/2005 0:00,WESTSIDE,Juniper/Cedar,5
3/25/2005 0:00,WESTSIDE,Mulberry,2
3/28/2005 0:00,EASTSIDE,Ash,4
3/28/2005 0:00,EASTSIDE,Cottonwood,8
3/28/2005 0:00,EASTSIDE,Juniper,2
3/28/2005 0:00,EASTSIDE,Juniper/Cedar,2
3/28/2005 0:00,WESTSIDE,Ash,2
3/28/2005 0:00,WESTSIDE,Cottonwood,5
3/28/2005 0:00,WESTSIDE,Grass,2
3/28/2005 0:00,WESTSIDE,Juniper/Cedar,11
3/29/2005 0:00,EASTSIDE,Ash,24
3/29/2005 0:00,EASTSIDE,Aster,8
3/29/2005 0:00,EASTSIDE,Cottonwood,36
3/29/2005 0:00,EASTSIDE,Grass,4
3/29/2005 0:00,EASTSIDE,Juniper,57
3/29/2005 0:00,EASTSIDE,Juniper/Cedar,57
3/29/2005 0:00,EASTSIDE,Mulberry,4
3/29/2005 0:00,WESTSIDE,Ash,9
3/29/2005 0:00,WESTSIDE,Aster,5
3/29/2005 0:00,WESTSIDE,Cottonwood,5
3/29/2005 0:00,WESTSIDE,Grass,4
3/29/2005 0:00,WESTSIDE,Juniper/Cedar,27
3/30/2005 0:00,EASTSIDE,Ash,4
3/30/2005 0:00,EASTSIDE,Cottonwood,8
3/30/2005 0:00,EASTSIDE,Juniper,59
3/30/2005 0:00,EASTSIDE,Juniper/Cedar,59
3/30/2005 0:00,EASTSIDE,Maple,4
3/30/2005 0:00,WESTSIDE,Ash,7
3/30/2005 0:00,WESTSIDE,Aster,4
3/30/2005 0:00,WESTSIDE,Cottonwood,2
3/30/2005 0:00,WESTSIDE,Juniper/Cedar,9
3/31/2005 0:00,EASTSIDE,Ash,2
3/31/2005 0:00,EASTSIDE,Aster,4
3/31/2005 0:00,EASTSIDE,Grass,4
3/31/2005 0:00,EASTSIDE,Juniper/Cedar,9
3/31/2005 0:00,WESTSIDE,Aster,5
3/31/2005 0:00,WESTSIDE,Grass,5
3/31/2005 0:00,WESTSIDE,Juniper/Cedar,2
3/31/2005 0:00,WESTSIDE,Mulberry,4
3/31/2005 0:00,WESTSIDE,Willow,2
3/31/2005 23:59,EASTSIDE,Ash,2
3/31/2005 23:59,EASTSIDE,Aster,4
3/31/2005 23:59,EASTSIDE,Grass,4
3/31/2005 23:59,EASTSIDE,Juniper,9
4/1/2005 0:00,EASTSIDE,Birch,4
4/1/2005 0:00,EASTSIDE,Juniper,9
4/1/2005 0:00,EASTSIDE,Juniper/Cedar,9
4/1/2005 0:00,WESTSIDE,Ash,2
4/1/2005 0:00,WESTSIDE,Aster,4
4/1/2005 0:00,WESTSIDE,Juniper/Cedar,2
4/4/2005 0:00,EASTSIDE,Ash,32
4/4/2005 0:00,EASTSIDE,Cottonwood,8
4/4/2005 0:00,EASTSIDE,Juniper,4
4/4/2005 0:00,EASTSIDE,Juniper/Cedar,4
4/4/2005 0:00,WESTSIDE,Ash,4
4/4/2005 0:00,WESTSIDE,Cottonwood,2
4/4/2005 0:00,WESTSIDE,Juniper/Cedar,2
4/5/2005 0:00,EASTSIDE,Ash,18
4/5/2005 0:00,EASTSIDE,Aster,8
4/5/2005 0:00,EASTSIDE,Cottonwood,4
4/5/2005 0:00,EASTSIDE,Grass,8
4/5/2005 0:00,EASTSIDE,Juniper,7
4/5/2005 0:00,EASTSIDE,Juniper/Cedar,7
4/5/2005 0:00,EASTSIDE,Mulberry,8
4/5/2005 0:00,WESTSIDE,Ash,12
4/5/2005 0:00,WESTSIDE,Aster,4
4/5/2005 0:00,WESTSIDE,Grass,4
4/5/2005 0:00,WESTSIDE,Juniper/Cedar,7
4/6/2005 0:00,EASTSIDE,Ash,10
4/6/2005 0:00,EASTSIDE,Aster,8
4/6/2005 0:00,EASTSIDE,Birch,4
4/6/2005 0:00,EASTSIDE,Cottonwood,8
4/6/2005 0:00,EASTSIDE,Grass,4
4/6/2005 0:00,EASTSIDE,Juniper,7
4/6/2005 0:00,EASTSIDE,Juniper/Cedar,7
4/6/2005 0:00,WESTSIDE,Ash,5
4/6/2005 0:00,WESTSIDE,Aster,4
4/6/2005 0:00,WESTSIDE,Birch,2
4/6/2005 0:00,WESTSIDE,Grass,2
4/6/2005 0:00,WESTSIDE,Juniper/Cedar,5
4/7/2005 0:00,EASTSIDE,Ash,18
4/7/2005 0:00,EASTSIDE,Birch,8
4/7/2005 0:00,EASTSIDE,Cottonwood,18
4/7/2005 0:00,EASTSIDE,Juniper,9
4/7/2005 0:00,EASTSIDE,Juniper/Cedar,9
4/7/2005 0:00,EASTSIDE,Mulberry,4
4/7/2005 0:00,WESTSIDE,Ash,25
4/7/2005 0:00,WESTSIDE,Birch,4
4/7/2005 0:00,WESTSIDE,Cottonwood,5
4/7/2005 0:00,WESTSIDE,Grass,2
4/7/2005 0:00,WESTSIDE,Juniper/Cedar,4
4/8/2005 0:00,EASTSIDE,Ash,36
4/8/2005 0:00,EASTSIDE,Cottonwood,24
4/8/2005 0:00,EASTSIDE,Grass,4
4/8/2005 0:00,EASTSIDE,Juniper,11
4/8/2005 0:00,EASTSIDE,Juniper/Cedar,11
4/8/2005 0:00,EASTSIDE,Mulberry,4
4/8/2005 0:00,WESTSIDE,Ash,32
4/8/2005 0:00,WESTSIDE,Birch,2
4/8/2005 0:00,WESTSIDE,Cottonwood,16
4/8/2005 0:00,WESTSIDE,Grass,5
4/8/2005 0:00,WESTSIDE,Juniper/Cedar,5
4/11/2005 0:00,EASTSIDE,Ash,364
4/11/2005 0:00,EASTSIDE,Birch,4
4/11/2005 0:00,EASTSIDE,Cottonwood,57
4/11/2005 0:00,EASTSIDE,Grass,4
4/11/2005 0:00,EASTSIDE,Juniper,7
4/11/2005 0:00,EASTSIDE,Juniper/Cedar,53
4/11/2005 0:00,EASTSIDE,Mulberry,2815
4/11/2005 0:00,EASTSIDE,Pine,38
4/11/2005 0:00,WESTSIDE,Ash,39
4/11/2005 0:00,WESTSIDE,Birch,2
4/11/2005 0:00,WESTSIDE,Cottonwood,4
4/11/2005 0:00,WESTSIDE,Juniper/Cedar,7
4/11/2005 0:00,WESTSIDE,Mulberry,7
4/12/2005 0:00,EASTSIDE,Ash,10
4/12/2005 0:00,EASTSIDE,Cottonwood,10
4/12/2005 0:00,EASTSIDE,Juniper,2
4/12/2005 0:00,EASTSIDE,Juniper/Cedar,2
4/12/2005 0:00,EASTSIDE,Mulberry,4
4/12/2005 0:00,WESTSIDE,Ash,46
4/12/2005 0:00,WESTSIDE,Birch,2
4/12/2005 0:00,WESTSIDE,Cottonwood,36
4/13/2005 0:00,EASTSIDE,Ash,32
4/13/2005 0:00,EASTSIDE,Cottonwood,36
4/13/2005 0:00,EASTSIDE,Juniper,2
4/13/2005 0:00,EASTSIDE,Juniper/Cedar,2
4/13/2005 0:00,WESTSIDE,Ash,32
4/13/2005 0:00,WESTSIDE,Cottonwood,34
4/13/2005 0:00,WESTSIDE,Grass,4
4/14/2005 0:00,EASTSIDE,Ash,72
4/14/2005 0:00,EASTSIDE,Birch,4
4/14/2005 0:00,EASTSIDE,Cottonwood,24
4/14/2005 0:00,EASTSIDE,Juniper,7
4/14/2005 0:00,EASTSIDE,Juniper/Cedar,7
4/14/2005 0:00,EASTSIDE,Mulberry,8
4/14/2005 0:00,WESTSIDE,Ash,27
4/14/2005 0:00,WESTSIDE,Cottonwood,52
4/14/2005 0:00,WESTSIDE,Grass,2
4/14/2005 0:00,WESTSIDE,Juniper/Cedar,5
4/14/2005 0:00,WESTSIDE,Mulberry,2
4/15/2005 0:00,EASTSIDE,Ash,164
4/15/2005 0:00,EASTSIDE,Birch,8
4/15/2005 0:00,EASTSIDE,Cottonwood,42
4/15/2005 0:00,EASTSIDE,Juniper,16
4/15/2005 0:00,EASTSIDE,Juniper/Cedar,16
4/15/2005 0:00,EASTSIDE,Mulberry,40
4/15/2005 0:00,EASTSIDE,Pine,4
4/15/2005 0:00,WESTSIDE,Ash,54
4/15/2005 0:00,WESTSIDE,Cottonwood,223
4/15/2005 0:00,WESTSIDE,Grass,7
4/15/2005 0:00,WESTSIDE,Juniper/Cedar,7
4/15/2005 0:00,WESTSIDE,Mulberry,2
4/15/2005 0:00,WESTSIDE,Pine,2
4/18/2005 0:00,EASTSIDE,Ash,224
4/18/2005 0:00,EASTSIDE,Cottonwood,92
4/18/2005 0:00,EASTSIDE,Grass,4
4/18/2005 0:00,EASTSIDE,Juniper,21
4/18/2005 0:00,EASTSIDE,Juniper/Cedar,21
4/18/2005 0:00,EASTSIDE,Mulberry,218
4/18/2005 0:00,EASTSIDE,Pine,32
4/18/2005 0:00,WESTSIDE,Ash,89
4/18/2005 0:00,WESTSIDE,Birch,2
4/18/2005 0:00,WESTSIDE,Cottonwood,184
4/18/2005 0:00,WESTSIDE,Grass,4
4/18/2005 0:00,WESTSIDE,Juniper/Cedar,12
4/18/2005 0:00,WESTSIDE,Mulberry,39
4/18/2005 0:00,WESTSIDE,Pine,2
4/19/2005 0:00,EASTSIDE,Ash,108
4/19/2005 0:00,EASTSIDE,Aster,4
4/19/2005 0:00,EASTSIDE,Cottonwood,110
4/19/2005 0:00,EASTSIDE,Grass,8
4/19/2005 0:00,EASTSIDE,Juniper,2
4/19/2005 0:00,EASTSIDE,Juniper/Cedar,2
4/19/2005 0:00,EASTSIDE,Mulberry,1378
4/19/2005 0:00,EASTSIDE,Pine,24
4/19/2005 0:00,WESTSIDE,Ash,25
4/19/2005 0:00,WESTSIDE,Aster,2
4/19/2005 0:00,WESTSIDE,Cottonwood,141
4/19/2005 0:00,WESTSIDE,Grass,2
4/19/2005 0:00,WESTSIDE,Juniper/Cedar,2
4/19/2005 0:00,WESTSIDE,Mulberry,264
4/19/2005 0:00,WESTSIDE,Pine,4
4/20/2005 0:00,EASTSIDE,Ash,60
4/20/2005 0:00,EASTSIDE,Cottonwood,46
4/20/2005 0:00,EASTSIDE,Grass,22
4/20/2005 0:00,EASTSIDE,Mulberry,924
4/20/2005 0:00,EASTSIDE,Pine,22
4/20/2005 0:00,WESTSIDE,Ash,18
4/20/2005 0:00,WESTSIDE,Cottonwood,130
4/20/2005 0:00,WESTSIDE,Grass,12
4/20/2005 0:00,WESTSIDE,Juniper/Cedar,4
4/20/2005 0:00,WESTSIDE,Mulberry,220
4/20/2005 0:00,WESTSIDE,Pine,9
4/21/2005 0:00,EASTSIDE,Ash,76
4/21/2005 0:00,EASTSIDE,Cottonwood,32
4/21/2005 0:00,EASTSIDE,Mulberry,718
4/21/2005 0:00,EASTSIDE,Pine,42
4/21/2005 0:00,WESTSIDE,Ash,21
4/21/2005 0:00,WESTSIDE,Cottonwood,43
4/21/2005 0:00,WESTSIDE,Grass,6
4/21/2005 0:00,WESTSIDE,Juniper/Cedar,4
4/21/2005 0:00,WESTSIDE,Mulberry,195
4/21/2005 0:00,WESTSIDE,Pine,5
4/22/2005 0:00,EASTSIDE,Ash,42
4/22/2005 0:00,EASTSIDE,Cottonwood,28
4/22/2005 0:00,EASTSIDE,Grass,4
4/22/2005 0:00,EASTSIDE,Mulberry,740
4/22/2005 0:00,WESTSIDE,Ash,14
4/22/2005 0:00,WESTSIDE,Cottonwood,12
4/22/2005 0:00,WESTSIDE,Grass,2
4/22/2005 0:00,WESTSIDE,Mulberry,200
4/25/2005 0:00,EASTSIDE,Ash,124
4/25/2005 0:00,EASTSIDE,Cottonwood,14
4/25/2005 0:00,EASTSIDE,Grass,4
4/25/2005 0:00,EASTSIDE,Juniper,12
4/25/2005 0:00,EASTSIDE,Juniper/Cedar,12
4/25/2005 0:00,EASTSIDE,Mulberry,1400
4/25/2005 0:00,EASTSIDE,Pine,8
4/25/2005 0:00,WESTSIDE,Ash,32
4/25/2005 0:00,WESTSIDE,Cottonwood,66
4/25/2005 0:00,WESTSIDE,Grass,3
4/25/2005 0:00,WESTSIDE,Juniper/Cedar,32
4/25/2005 0:00,WESTSIDE,Mulberry,227
4/26/2005 0:00,EASTSIDE,Ash,32
4/26/2005 0:00,EASTSIDE,Cottonwood,60
4/26/2005 0:00,EASTSIDE,Juniper,11
4/26/2005 0:00,EASTSIDE,Juniper/Cedar,6
4/26/2005 0:00,EASTSIDE,Mulberry,476
4/26/2005 0:00,WESTSIDE,Ash,6
4/26/2005 0:00,WESTSIDE,Cottonwood,18
4/26/2005 0:00,WESTSIDE,Juniper/Cedar,11
4/26/2005 0:00,WESTSIDE,Mulberry,7
4/27/2005 0:00,EASTSIDE,Ash,18
4/27/2005 0:00,EASTSIDE,Cottonwood,8
4/27/2005 0:00,EASTSIDE,Mulberry,514
4/27/2005 0:00,WESTSIDE,Ash,9
4/27/2005 0:00,WESTSIDE,Aster,5
4/27/2005 0:00,WESTSIDE,Chenopodiaceae,5
4/27/2005 0:00,WESTSIDE,Cottonwood,4
4/27/2005 0:00,WESTSIDE,Mulberry,79
4/28/2005 0:00,EASTSIDE,Ash,18
4/28/2005 0:00,EASTSIDE,Cottonwood,4
4/28/2005 0:00,EASTSIDE,Juniper,2
4/28/2005 0:00,EASTSIDE,Juniper/Cedar,2
4/28/2005 0:00,EASTSIDE,Mulberry,382
4/28/2005 0:00,EASTSIDE,Pine,8
4/28/2005 0:00,WESTSIDE,Ash,9
4/28/2005 0:00,WESTSIDE,Cottonwood,7
4/28/2005 0:00,WESTSIDE,Mulberry,88
4/29/2005 0:00,EASTSIDE,Ash,20
4/29/2005 0:00,EASTSIDE,Cottonwood,2
4/29/2005 0:00,EASTSIDE,Grass,2
4/29/2005 0:00,EASTSIDE,Juniper,4
4/29/2005 0:00,EASTSIDE,Juniper/Cedar,2
4/29/2005 0:00,EASTSIDE,Mulberry,298
4/29/2005 0:00,EASTSIDE,Pine,6
4/29/2005 0:00,WESTSIDE,Ash,9
4/29/2005 0:00,WESTSIDE,Cottonwood,7
4/29/2005 0:00,WESTSIDE,Mulberry,88
5/2/2005 0:00,EASTSIDE,Ash,4
5/2/2005 0:00,EASTSIDE,Chenopodiaceae,8
5/2/2005 0:00,EASTSIDE,Juniper,2
5/2/2005 0:00,EASTSIDE,Juniper/Cedar,2
5/2/2005 0:00,EASTSIDE,Mulberry,154
